CD_MUN_UOR;Cod IBGE
18210;3300803
19640;3300902
22340;3300936
26270;3300951
20675;3301009
21500;3301108
22570;3301157
22900;3301207
23570;3301306
26590;3301405
27430;3301504
31770;3301603
31900;3301702
32410;3301801
38330;3301850
41810;3301876
44320;3301900
44600;3302007
45130;3302056
45470;3302106
45750;3302205
46550;3302254
54150;3302403
54450;3302452
54700;3302502
55230;3302601
56380;3302700
57830;3302809
57990;3302858
58090;3302908
58390;3303005
61360;3303104
61730;3303203
61800;3303302
62450;3303401
62550;3303500
65770;3303609
65930;3303708
66520;3303807
67270;3303856
69400;3303906
70250;3303955
70720;3304003
72730;3304102
74790;3304128
74930;3304144
75230;3304151
75950;3304201
77050;3304300
77190;3304409
77320;3304508
77540;3304524
77425;3304557
80710;3304607
82700;3304706
84000;3304755
83800;3304805
84300;3304904
84560;3305000
84840;3305109
86060;3305133
86065;3305158
87010;3305208
88250;3305505
89080;3305554
89950;3305604
91030;3305703
91780;3305752
93040;3305802
94650;3306008
96950;3306107
97240;3306156
97470;3306206
99150;3306305
3600;3500105
4200;3500303
4340;3500402
4300;3500501
4345;3500550
4350;3500600
4390;3500709
5240;3500808
5560;3501004
5570;3501103
6010;3501202
6020;3501301
6030;3501400
6040;3501509
6500;3501608
6540;3501707
6650;3501905
7000;3502101
7090;3502200
7270;3502408
7670;3502507
7790;3502705
8200;3502804
8270;3502903
8850;3503208
8900;3503307
9290;3503406
9380;3503604
9570;3503703
9870;3503802
9900;3503901
10000;3504008
10200;3504107
10300;3504206
10380;3504305
10390;3504404
10400;3504503
10740;3504602
11120;3504800
11230;3504909
11750;3505203
11850;3505302
12700;3505500
12710;3505609
12950;3505708
12990;3505807
13100;3505906
13250;3506003
13300;3506102
14110;3506300
14150;3506359
14330;3506409
14350;3506508
14360;3506607
14950;3506805
15130;3507001
16130;3507407
16300;3507506
16450;3507605
16760;3507753
17010;3507803
17030;3507902
17360;3508009
17380;3508108
17770;3508306
17790;3508405
17870;3508504
18170;3508603
18360;3508702
18500;3508801
18760;3509007
18920;3509205
18950;3509254
19010;3509304
19070;3509403
20000;3509502
20370;3509601
20680;3509700
20710;3509809
20880;3509908
21130;3510005
21140;3510104
21680;3510203
21950;3510401
22150;3510500
22350;3510609
22560;3510708
23400;3510807
23730;3511003
23900;3511102
24560;3511300
24820;3511409
24840;3511508
24930;3511607
25120;3511706
26120;3512001
26760;3512209
26780;3512308
27450;3512407
27660;3512506
28280;3512704
28350;3512803
28480;3513009
28760;3513108
29300;3513405
29500;3513504
29750;3513603
30540;3513702
30690;3513801
30980;3513900
31090;3514106
31750;3514403
31760;3514502
31820;3514601
31920;3514700
31980;3514809
32020;3514908
32120;3515004
32130;3515103
32315;3515152
33163;3515186
33530;3515202
33600;3515350
34010;3515400
34500;3515509
34460;3515608
34560;3515707
35130;3516002
35500;3516200
35590;3516309
35660;3516408
36150;3516606
36400;3516705
36740;3516903
36880;3517000
36970;3517109
38000;3517406
38300;3517505
38320;3517604
38470;3517703
38510;3517802
38700;3518107
38800;3518206
38830;3518305
38900;3518404
38960;3518503
38980;3518602
39060;3518701
39100;3518800
39680;3519006
39770;3519055
39860;3519071
40000;3519105
40100;3519253
40200;3519303
40650;3519402
40830;3519501
41000;3519600
41180;3519709
41380;3519808
41470;3519907
41550;3520004
41600;3520103
41830;3520301
42030;3520400
42025;3520442
42370;3520509
42470;3520707
42880;3520806
43065;3520905
43090;3521002
43100;3521101
43420;3521309
43590;3521408
43790;3521507
44230;3521705
44670;3521804
44990;3521903
45020;3522000
45380;3522109
45630;3522208
45850;3522307
45900;3522406
45910;3522505
46000;3522604
46200;3522703
46250;3522802
46290;3522901
46380;3523107
46500;3523206
46520;3523305
46580;3523404
46590;3523503
46840;3523602
46850;3523701
46950;3523909
47130;3524006
47200;3524105
47450;3524303
47590;3524402
47670;3524501
47890;3524600
48160;3524709
48250;3524808
48390;3525003
48970;3525102
49010;3525201
49150;3525300
49290;3525409
49520;3525508
49670;3525607
49900;3525706
50510;3525805
50530;3525854
50600;3525904
50650;3526001
50700;3526100
52530;3526407
52910;3526704
53000;3526803
53250;3526902
53450;3527108
53680;3527207
53760;3527306
53800;3527405
53820;3527504
53860;3527603
53980;3527801
54290;3528007
54310;3528106
54760;3528403
54780;3528502
55190;3528601
55610;3528700
55630;3528809
55860;3528858
56350;3528908
56500;3529005
56800;3529203
57150;3529302
57510;3529401
58110;3529708
58305;3529807
58380;3529906
58650;3530102
58700;3530201
58750;3530300
58900;3530508
59000;3530607
59030;3530706
59050;3530805
59240;3531100
59500;3531308
59550;3531407
59570;3531506
59870;3531704
59730;3531803
60270;3531902
60510;3532009
61610;3532504
61650;3532603
61770;3532702
62120;3532801
62370;3532900
62500;3533007
62520;3533106
62700;3533403
63150;3533502
63260;3533601
63320;3533700
63600;3533908
63850;3534104
63950;3534302
64050;3534401
64100;3534609
64250;3534708
64404;3534757
64450;3534906
64960;3535002
65260;3535200
65410;3535309
65620;3535408
65900;3535507
65950;3535606
65978;3535705
66320;3535804
66470;3536000
66740;3536208
67470;3536307
67670;3536505
67800;3536604
67950;3536703
68340;3537008
68370;3537107
68415;3537156
68610;3537206
68750;3537305
69100;3537404
69120;3537503
69270;3537602
69510;3537701
69710;3537800
69840;3537909
70000;3538006
70100;3538105
70200;3538204
70500;3538303
70530;3538501
70570;3538600
70650;3538709
70750;3538808
70800;3538907
70870;3539004
71070;3539202
71100;3539301
71130;3539400
71390;3539509
71610;3539608
71660;3539707
71690;3539806
72070;3539905
72150;3540002
72180;3540101
72350;3540200
72690;3540507
73030;3540606
73050;3540705
73510;3540804
73730;3540903
73820;3541000
74070;3541208
74100;3541307
74200;3541406
74300;3541505
74450;3541604
74750;3541703
74960;3541901
75140;3542008
75500;3542206
75670;3542305
75760;3542404
75770;3542503
75800;3542602
76550;3542909
76560;3543006
76580;3543105
76680;3543303
76700;3543402
76880;3543709
76940;3543808
77200;3543907
77620;3544004
77415;3544103
77860;3544202
78410;3544251
78520;3544301
78580;3544400
78740;3544608
78820;3544707
78920;3544905
78930;3545001
79110;3545100
79190;3545209
79260;3545308
79230;3545407
79470;3545605
79600;3545803
79640;3546009
79740;3546108
79920;3546207
79970;3546306
80000;3546405
80200;3546603
80280;3546702
80350;3546801
81780;3547304
81060;3547502
81220;3547601
82200;3547700
82250;3547809
82420;3547908
82820;3548005
82770;3548203
83100;3548500
83270;3548609
83350;3548708
83450;3548807
83500;3548906
84600;3549102
84960;3549300
85230;3549409
85430;3549508
85410;3549607
85900;3549706
85950;3549805
85500;3549904
86180;3549953
86370;3550001
86450;3550100
86700;3550209
86900;3550308
86980;3550407
87150;3550506
87250;3550605
87370;3550704
87500;3550803
87770;3550902
87950;3551009
89160;3551405
89480;3551504
89330;3551603
89760;3551702
89780;3551801
89900;3551900
90560;3552106
90750;3552205
90930;3552304
90980;3552403
91120;3552502
91180;3552601
91190;3552700
91230;3552809
91580;3553203
91650;3553302
91750;3553401
92080;3553609
92300;3553708
92340;3553807
92480;3553955
92600;3554003
92700;3554102
92910;3554300
93360;3554508
93590;3554607
94140;3554706
94350;3554805
94440;3554904
95100;3555000
95300;3555109
95710;3555406
95840;3555505
95870;3555604
96320;3555802
96650;3556008
96980;3556107
96990;3556206
97000;3556305
97060;3556354
97170;3556404
97155;3556453
97360;3556503
97750;3556602
98710;3556701
98740;3556800
98880;3556909
99180;3557006
99200;3557105
25155;3557204
33385;3557303
3150;4100103
5420;4100400
5936;4100509
5780;4100608
5820;4100707
6110;4100806
6700;4101002
6940;4101101
7450;4101200
7580;4101309
7950;4101408
8700;4101507
8740;4101606
9000;4101705
9120;4101804
9950;4101903
10006;4102000
10100;4102109
11100;4102307
11400;4102406
11690;4102505
13550;4102802
14420;4102901
14530;4103008
14620;4103040
15010;4103107
16180;4103305
18510;4103453
19550;4103602
19580;4103701
19920;4103909
20340;4104204
20380;4104253
20450;4104303
21090;4104402
21170;4104428
21480;4104451
21640;4104501
21926;4104600
22255;4104659
22770;4104709
23550;4104808
23750;4104907
23910;4105003
24670;4105102
24860;4105201
24935;4105300
25200;4105409
25300;4105508
25380;4105607
25750;4105706
26160;4105805
26230;4105904
27050;4106001
27250;4106209
27420;4106308
27600;4106407
27960;4106506
29350;4106605
29240;4106803
29900;4106902
29970;4107009
30717;4107124
31170;4107207
32255;4107405
32300;4107504
32653;4107538
34070;4107603
34145;4107652
34410;4107736
34758;4107850
34980;4108007
35270;4108205
35450;4108304
35525;4108320
35550;4108403
36700;4108502
37310;4108601
37685;4108700
38050;4108809
38690;4109302
38750;4109401
38910;4109609
39813;4109658
40150;4109708
40610;4109807
41350;4109906
41860;4110003
42140;4110078
42170;4110102
43240;4110508
43340;4110607
43900;4110706
43970;4110805
44873;4110953
45260;4111100
45685;4111209
47280;4111407
47300;4111506
47650;4111803
47950;4111902
48090;4112009
48350;4112108
48450;4112207
48680;4112405
48845;4112504
49060;4112702
49345;4112751
49760;4112801
50770;4112959
52400;4113205
52560;4113304
53338;4113452
53550;4113502
53560;4113601
53650;4113700
54000;4113809
54940;4113908
54985;4114005
55140;4114104
55150;4114203
55160;4114302
55270;4114401
55410;4114500
56130;4114609
56280;4114807
56455;4114906
56520;4115101
56550;4115200
56580;4115309
56600;4115358
56680;4115408
57230;4115606
57360;4115705
57690;4115804
57900;4115853
58820;4116059
60150;4116109
60220;4116208
62225;4116703
62283;4116802
62350;4116901
62390;4117008
62618;4117057
62650;4117107
62842;4117222
62805;4117255
64020;4117305
64260;4117404
64810;4117503
65100;4117602
65170;4117701
65420;4117800
65470;4117909
66030;4118006
66200;4118105
66250;4118204
66400;4118402
67290;4118451
67300;4118501
67620;4118600
67820;4118709
67920;4118808
69230;4118907
70126;4119152
70190;4119202
70230;4119301
70740;4119400
71090;4119509
71370;4119608
71605;4119806
72250;4119905
72356;4119954
72750;4120002
74350;4120507
74540;4120606
74760;4120705
74810;4120804
74830;4120853
74860;4120903
74990;4121000
75250;4121208
75515;4121356
75575;4121406
75580;4121505
75970;4121703
75975;4121752
76570;4121802
76650;4121901
76990;4122008
77075;4122156
77120;4122206
77490;4122305
78150;4122404
78260;4122503
78310;4122602
79250;4123006
79710;4123204
79960;4123303
80180;4123402
80295;4123501
80370;4123709
80420;4123808
80712;4123857
80810;4123907
81327;4124020
81376;4124053
82800;4124103
82875;4124400
83040;4124509
84470;4124707
84530;4124806
84765;4125001
85140;4125100
85315;4125308
85322;4125357
85785;4125456
85830;4125506
86650;4125605
86730;4125704
87073;4125753
87090;4125803
87400;4126009
88290;4126256
88405;4126272
88830;4126306
89680;4126405
89710;4126504
90210;4126603
91630;4126678
91865;4126801
92820;4127007
92860;4127106
93100;4127205
93190;4127304
93210;4127403
93300;4127502
93480;4127601
93900;4127700
93940;4127809
94376;4127858
95080;4127908
95285;4127957
95485;4127965
95850;4128005
96050;4128104
96250;4128203
96300;4128401
99295;4128500
97768;4128559
97820;4128609
99070;4128708
99480;4128807
3170;4200051
3175;4200101
3850;4200200
3875;4200309
3990;4200408
4270;4200507
4293;4200556
4320;4200606
5260;4200705
6890;4200804
7130;4200903
7330;4201000
7340;4201109
7500;4201208
7820;4201257
8030;4201273
8760;4201307
8800;4201406
9620;4201505
9810;4201604
9940;4201703
10170;4201802
10335;4201901
11094;4202008
11092;4202057
11870;4202099
12380;4202107
13580;4202131
13910;4202206
14310;4202305
14450;4202404
14970;4202438
15715;4202453
15280;4202503
15580;4202602
16350;4202701
16370;4202800
16380;4202859
17100;4202909
17850;4203006
18620;4203105
19610;4203204
20070;4203303
20110;4203402
20200;4203501
20690;4203600
21210;4203709
21450;4203808
21900;4203907
21957;4203956
23920;4204004
24430;4204103
24920;4204178
25100;4204202
25850;4204251
26800;4204301
27475;4204350
27770;4204400
28300;4204509
28140;4204558
28800;4204608
29760;4204707
29950;4204806
30550;4204905
30870;4205001
31440;4205100
31710;4205159
32645;4205175
32870;4205209
34077;4205308
35100;4205407
35285;4205431
35330;4205456
35490;4205506
35810;4205555
36200;4205605
36510;4205704
36560;4205803
36580;4205902
37465;4206009
37730;4206108
37780;4206207
37870;4206306
38550;4206405
38620;4206504
39070;4206603
39720;4206702
40460;4206801
40750;4206900
41330;4207007
42070;4207106
42120;4207205
42160;4207304
42200;4207403
42360;4207502
43190;4207601
43360;4207650
43440;4207684
43540;4207700
43600;4207759
43720;4207809
43980;4207908
44100;4208005
44820;4208104
44950;4208203
45690;4208302
46020;4208401
46160;4208450
47160;4208500
47400;4208609
47740;4208708
48190;4208807
48800;4208906
49400;4209003
49800;4209102
49890;4209151
50690;4209177
51430;4209201
51510;4209300
51950;4209409
52640;4209508
52670;4209607
52870;4209706
53020;4209805
53355;4209854
53670;4209904
53850;4210001
54070;4210035
54440;4210050
54650;4210100
54830;4210209
54860;4210308
55640;4210407
55950;4210506
56160;4210555
56990;4210605
57770;4210803
58790;4210852
58920;4210902
59200;4211009
59596;4211058
59640;4211108
60360;4211207
60390;4211256
61410;4211306
62325;4211405
62575;4211454
62890;4211504
62920;4211603
63970;4211702
64120;4211751
64990;4211900
65010;4212007
65440;4212106
65700;4212205
65990;4212239
67840;4212304
68310;4212403
68870;4212502
69180;4212601
69370;4212700
69630;4212809
70220;4212908
70330;4213005
71140;4213104
71613;4213153
72130;4213203
72400;4213302
72420;4213351
72560;4213401
72930;4213500
73350;4213609
73580;4213708
73830;4213807
74076;4213906
74120;4214003
74170;4214102
75040;4214201
75520;4214300
76970;4214409
77160;4214508
77530;4214607
77180;4214706
77750;4214805
77340;4214904
77470;4215000
77730;4215059
77890;4215075
78070;4215109
78250;4215208
78940;4215307
79166;4215356
79670;4215505
80305;4215554
81200;4215604
81212;4215653
81363;4215679
82130;4215703
83280;4215802
83380;4215901
83520;4216008
83580;4216057
83630;4216107
84100;4216206
84886;4216255
84580;4216305
85100;4216404
85200;4216503
85360;4216602
85520;4216701
85540;4216800
86170;4216909
86230;4217006
86570;4217105
86800;4217204
86990;4217253
88400;4217303
88490;4217402
88510;4217501
89125;4217550
89910;4217600
90730;4217709
90940;4217758
91520;4217808
91770;4217907
93470;4218004
93530;4218103
93550;4218202
93555;4218251
94370;4218301
94680;4218400
94690;4218509
94880;4218608
94900;4218707
95050;4218756
95490;4218806
96190;4218855
96420;4218905
96640;4218954
96700;4219002
97040;4219101
97120;4219176
98180;4219200
98200;4219309
98915;4219358
99330;4219408
99500;4219507
99610;4219606
99630;4219705
99920;4219853
4140;4300059
4380;4300109
4650;4300208
4990;4300307
5050;4300406
6065;4300604
7610;4300802
9050;4300901
9760;4301008
9770;4301107
9800;4301206
9750;4301305
9920;4301404
10260;4301503
10280;4301552
10800;4301602
12230;4301909
12920;4302006
14050;4302105
14750;4302204
15340;4302303
15540;4302352
16210;4302501
17000;4302659
17550;4302709
17880;4302808
17920;4302907
18200;4303004
18260;4303103
18610;4303301
19450;4303509
20030;4303806
20120;4303905
20470;4304002
21050;4304200
21110;4304309
21162;4304358
21180;4304408
21300;4304507
21400;4304606
21690;4304630
21700;4304663
21955;4304671
22500;4304705
22790;4304804
23460;4304903
24220;4305009
24500;4305108
24640;4305116
24910;4305207
25000;4305306
25135;4305355
25250;4305439
25280;4305447
26240;4305603
26910;4305702
27230;4305801
27720;4305900
28850;4306007
28875;4306056
29200;4306106
30335;4306304
31120;4306403
31150;4306452
31230;4306502
31300;4306601
31700;4306734
31985;4306767
32150;4306809
32250;4306908
32620;4306932
32750;4307005
32860;4307302
32950;4307401
33210;4307500
33300;4307609
33320;4307708
33450;4307807
33555;4307815
33810;4307864
34000;4307906
34090;4308003
34350;4308102
34850;4308201
35190;4308300
35230;4308409
35390;4308458
35700;4308508
36500;4308607
36610;4308706
36690;4308805
36900;4308904
36950;4309001
37650;4309100
37770;4309209
37950;4309308
38400;4309407
38670;4309506
39570;4309555
39830;4309605
39880;4309654
40270;4309803
40710;4309902
40880;4310009
41770;4310108
42000;4310207
42100;4310306
42420;4310405
43070;4310439
43270;4310462
43620;4310504
46450;4310603
47340;4310751
47350;4310801
48000;4311007
48070;4311106
48720;4311122
50500;4311205
51900;4311304
52050;4311403
52770;4311502
54390;4311700
55930;4311809
55980;4311908
57030;4312104
57630;4312203
59580;4312385
59900;4312401
60610;4312500
61230;4312658
61870;4312708
62155;4312757
62230;4312906
62260;4313003
62523;4313060
62740;4313086
62750;4313102
62780;4313201
62800;4313300
62844;4313375
63100;4313409
64070;4313508
65090;4313656
65250;4313706
65430;4313805
65550;4313904
65633;4313953
65920;4314001
66040;4314027
66880;4314050
67170;4314076
67100;4314100
68570;4314209
68690;4314308
68700;4314407
70170;4314472
70310;4314506
71040;4314555
71120;4314605
71590;4314704
72790;4314803
72900;4314902
73440;4315107
73570;4315131
74700;4315305
75680;4315404
76050;4315503
77400;4315602
77600;4315701
78170;4316006
78270;4316105
78290;4316204
78380;4316303
78500;4316402
78890;4316436
79245;4316451
79305;4316501
79410;4316600
79620;4316709
79760;4316758
80050;4316808
80650;4316907
81700;4317103
81150;4317202
81400;4317301
82000;4317400
82300;4317509
82750;4317608
82655;4317707
82920;4317806
82950;4317905
83400;4318002
83950;4318101
84050;4318200
84150;4318309
84450;4318408
85015;4318432
85300;4318440
85770;4318507
85780;4318606
85387;4318622
86100;4318705
86200;4318804
86300;4318903
86490;4319000
86560;4319109
86775;4319158
86880;4319208
86920;4319307
87140;4319406
87460;4319505
87750;4319604
87885;4319703
88037;4319802
88100;4319901
88220;4320008
88300;4320107
88560;4320206
89000;4320404
89720;4320503
89730;4320552
89890;4320602
90180;4320677
90470;4320701
90650;4320800
91150;4320859
91870;4320909
91880;4321006
91950;4321105
92150;4321204
92270;4321303
92880;4321402
93270;4321451
94120;4321501
94250;4321600
94390;4321667
94420;4321709
94520;4321808
94530;4321857
94550;4321907
94820;4322004
94940;4322103
95200;4322202
95270;4322301
96600;4322400
96800;4322509
96863;4322533
97035;4322558
97590;4322608
97760;4322707
97800;4322806
98000;4323002
98175;4323200
98451;4323408
98900;4323705
3950;5000203
4905;5000252
6140;5000609
6870;5000807
7115;5000856
7555;5000906
7730;5001003
8000;5001102
8490;5001243
11420;5001508
13000;5001904
13020;5002001
13450;5002100
15930;5002209
16560;5002308
17575;5002407
19430;5002605
20250;5002704
23620;5002902
25065;5002951
28250;5003207
28425;5003256
28600;5003306
30445;5003454
31140;5003488
31596;5003504
31650;5003702
31970;5003751
34066;5003801
34686;5003900
37015;5004007
39250;5004106
41880;5004304
42850;5004403
46220;5004502
46455;5004601
47325;5004700
48810;5004908
48840;5005004
49080;5005103
51070;5005152
51470;5005202
51970;5005251
55650;5005400
58600;5005608
60810;5005681
61430;5005707
61750;5005806
62152;5006002
62200;5006200
66300;5006309
66420;5006358
68530;5006408
72300;5006606
73190;5006903
76440;5007109
77130;5007208
77480;5007307
77810;5007406
81058;5007554
84165;5007695
89825;5007703
88658;5007802
89920;5007901
90735;5007935
91410;5007950
92365;5007976
92980;5008008
94500;5008305
98090;5008404
3896;5100201
5485;5100250
5600;5100300
5690;5100409
5923;5100607
8756;5101258
9400;5101308
9550;5101407
11890;5101704
12050;5101803
16627;5101902
17950;5102504
19968;5102603
20480;5102637
20550;5102678
20682;5102686
20925;5102702
22765;5102793
25030;5103007
25697;5103056
26112;5103205
26149;5103254
26320;5103304
26968;5103353
28495;5103379
29550;5103403
30440;5103452
30760;5103502
31195;5103601
34370;5103700
36600;5103858
38710;5104104
39350;5104203
43257;5104526
46669;5104559
46820;5104609
47700;5104807
49165;5105002
50130;5105101
50420;5105150
50975;5105200
53790;5105259
98255;5105507
55975;5105580
57471;5105606
58755;5105622
61850;5105903
62281;5106216
62695;5106224
62706;5106232
62892;5106240
62990;5106257
63215;5106281
66317;5106299
66385;5106307
68175;5106372
68685;5106422
71970;5106505
72590;5106752
73110;5106802
73000;5106828
73650;5107008
74335;5107040
74987;5107065
85873;5107107
77105;5107206
85885;5107305
78350;5107602
78480;5107701
82620;5107800
83755;5107859
88091;5107875
90185;5107909
90757;5107925
91178;5107941
91775;5107958
92130;5108006
93165;5108055
94040;5108204
97330;5108402
97715;5108501
98658;5108600
62663;5108907
63180;5108956
3490;5200134
4297;5200258
5190;5200308
5775;5200605
6095;5200803
6800;5201108
7300;5201306
7676;5201405
7870;5201504
13540;5203302
15250;5203401
15385;5203500
17450;5203906
18020;5204102
18370;5204300
18600;5204409
19190;5204508
20055;5204706
20080;5204805
20620;5204904
23020;5205000
23850;5205109
24370;5205307
24800;5205406
25062;5205471
25865;5205513
28260;5205802
28270;5205901
28930;5206206
29040;5206404
31745;5207253
31940;5207402
34140;5207600
34710;5207808
35250;5208004
31005;5208301
37150;5208509
37170;5208608
37200;5208707
37220;5208806
37250;5208905
37300;5209101
37445;5209150
40010;5209903
42265;5209937
42475;5209952
42800;5210000
42900;5210109
43350;5210208
44260;5210406
44640;5210604
44940;5210802
45490;5210901
46030;5211008
46350;5211206
46530;5211305
47100;5211503
48340;5211701
48750;5211800
49050;5211909
50060;5212105
50980;5212204
54080;5212501
55585;5212808
57455;5212956
57585;5213004
58210;5213087
58300;5213103
59955;5213707
60020;5213756
60250;5213806
60665;5214002
61580;5214507
61780;5214606
62295;5214838
63095;5215231
63900;5215306
64610;5215603
65350;5215702
66600;5216403
69241;5216452
69390;5216809
70600;5217104
70950;5217203
71170;5217302
71200;5217401
71540;5217609
72370;5217708
72700;5218003
72845;5218102
73450;5218300
75200;5218508
77710;5218789
77800;5218805
78600;5218904
79415;5219001
80310;5219308
81375;5219704
82525;5219738
83650;5219803
86350;5220108
86690;5220207
87780;5220405
88730;5220454
89520;5220504
89970;5220603
94620;5221304
94750;5221403
96400;5221601
96410;5221700
97020;5221858
98030;5222005
98095;5222054
2000;5300108
